arc_length,uh_0,uh_1,uh_2
0.01556,10.0191,0.0154494,0
0.01558,10.0191,0.0154491,0
0.0156,10.0191,0.0154489,0
0.01562,10.0191,0.0154487,0
0.01564,10.0191,0.0154484,0
0.01566,10.0191,0.0154482,0
0.01568,10.0191,0.0154479,0
0.0157,10.0191,0.0154477,0
0.01572,10.0191,0.0154475,0
0.01574,10.0191,0.0154472,0
0.01576,10.0191,0.015447,0
0.01578,10.0191,0.0154468,0
0.0158,10.0191,0.0154465,0
0.01582,10.0191,0.0154463,0
0.01584,10.0191,0.0154461,0
0.01586,10.0191,0.0154458,0
0.01588,10.0191,0.0154456,0
0.0159,10.0191,0.0154454,0
0.01592,10.0191,0.0154451,0
0.01594,10.0191,0.0154449,0
0.01596,10.0191,0.0154447,0
0.01598,10.0191,0.0154444,0
0.016,10.0191,0.0154442,0
0.01602,10.0191,0.015444,0
0.01604,10.0191,0.0154437,0
0.01606,10.0191,0.0154435,0
0.01608,10.0191,0.0154432,0
0.0161,10.0191,0.015443,0
0.01612,10.0191,0.0154428,0
0.01614,10.0191,0.0154425,0
0.01616,10.0191,0.0154423,0
0.01618,10.0191,0.0154421,0
0.0162,10.0191,0.0154418,0
0.01622,10.0191,0.0154416,0
0.01624,10.0191,0.0154414,0
0.01626,10.0191,0.0154411,0
0.01628,10.0191,0.0154409,0
0.0163,10.0191,0.0154407,0
0.01632,10.0191,0.0154404,0
0.01634,10.019,0.0154402,0
0.01636,10.019,0.01544,0
0.01638,10.019,0.0154397,0
0.0164,10.019,0.0154395,0
0.01642,10.019,0.0154393,0
0.01644,10.019,0.015439,0
0.01646,10.019,0.0154388,0
0.01648,10.019,0.0154386,0
0.0165,10.019,0.0154383,0
0.01652,10.019,0.0154381,0
0.01654,10.019,0.0154379,0
0.01656,10.019,0.0154376,0
0.01658,10.019,0.0154374,0
0.0166,10.019,0.0154372,0
0.01662,10.019,0.0154369,0
0.01664,10.019,0.0154367,0
0.01666,10.019,0.0154365,0
0.01668,10.019,0.0154362,0
0.0167,10.019,0.015436,0
0.01672,10.019,0.0154358,0
0.01674,10.019,0.0154355,0
0.01676,10.019,0.0154353,0
0.01678,10.019,0.0154351,0
0.0168,10.019,0.0154348,0
0.01682,10.019,0.0154346,0
0.01684,10.019,0.0154344,0
0.01686,10.019,0.0154341,0
0.01688,10.019,0.0154339,0
0.0169,10.019,0.0154337,0
0.01692,10.019,0.0154334,0
0.01694,10.019,0.0154332,0
0.01696,10.019,0.015433,0
0.01698,10.019,0.0154327,0
0.017,10.019,0.0154325,0
0.01702,10.019,0.0154323,0
0.01704,10.019,0.015432,0
0.01706,10.019,0.0154318,0
0.01708,10.019,0.0154316,0
0.0171,10.019,0.0154314,0
0.01712,10.019,0.0154311,0
0.01714,10.019,0.0154309,0
0.01716,10.019,0.0154307,0
0.01718,10.019,0.0154304,0
0.0172,10.019,0.0154302,0
0.01722,10.019,0.01543,0
0.01724,10.019,0.0154297,0
0.01726,10.019,0.0154295,0
0.01728,10.019,0.0154293,0
0.0173,10.019,0.015429,0
0.01732,10.019,0.0154288,0
0.01734,10.019,0.0154286,0
0.01736,10.019,0.0154283,0
0.01738,10.019,0.0154281,0
0.0174,10.019,0.0154279,0
0.01742,10.019,0.0154276,0
0.01744,10.019,0.0154274,0
0.01746,10.019,0.0154272,0
0.01748,10.019,0.0154269,0
0.0175,10.019,0.0154267,0
0.01752,10.019,0.0154265,0
0.01754,10.019,0.0154263,0
0.01756,10.019,0.015426,0
0.01758,10.019,0.0154258,0
0.0176,10.019,0.0154256,0
0.01762,10.019,0.0154253,0
0.01764,10.019,0.0154251,0
0.01766,10.019,0.0154249,0
0.01768,10.019,0.0154246,0
0.0177,10.019,0.0154244,0
0.01772,10.019,0.0154242,0
0.01774,10.019,0.015424,0
0.01776,10.019,0.0154237,0
0.01778,10.019,0.0154235,0
0.0178,10.019,0.0154233,0
0.01782,10.019,0.015423,0
0.01784,10.019,0.0154228,0
0.01786,10.019,0.0154226,0
0.01788,10.019,0.0154223,0
0.0179,10.019,0.0154221,0
0.01792,10.019,0.0154219,0
0.01794,10.019,0.0154217,0
0.01796,10.019,0.0154214,0
0.01798,10.019,0.0154212,0
0.018,10.019,0.015421,0
0.01802,10.019,0.0154207,0
0.01804,10.019,0.0154205,0
0.01806,10.019,0.0154203,0
0.01808,10.019,0.01542,0
0.0181,10.019,0.0154198,0
0.01812,10.019,0.0154196,0
0.01814,10.019,0.0154194,0
0.01816,10.019,0.0154191,0
0.01818,10.019,0.0154189,0
0.0182,10.019,0.0154187,0
0.01822,10.019,0.0154184,0
0.01824,10.019,0.0154182,0
0.01826,10.019,0.015418,0
0.01828,10.019,0.0154178,0
0.0183,10.019,0.0154175,0
0.01832,10.019,0.0154173,0
0.01834,10.019,0.0154171,0
0.01836,10.019,0.0154168,0
0.01838,10.019,0.0154166,0
0.0184,10.019,0.0154164,0
0.01842,10.019,0.0154162,0
0.01844,10.019,0.0154159,0
0.01846,10.019,0.0154157,0
0.01848,10.019,0.0154155,0
0.0185,10.019,0.0154152,0
0.01852,10.019,0.015415,0
0.01854,10.019,0.0154148,0
0.01856,10.019,0.0154146,0
0.01858,10.019,0.0154143,0
0.0186,10.019,0.0154141,0
0.01862,10.019,0.0154139,0
0.01864,10.019,0.0154136,0
0.01866,10.019,0.0154134,0
0.01868,10.019,0.0154132,0
0.0187,10.019,0.015413,0
0.01872,10.019,0.0154127,0
0.01874,10.019,0.0154125,0
0.01876,10.019,0.0154123,0
0.01878,10.019,0.015412,0
0.0188,10.019,0.0154118,0
0.01882,10.019,0.0154116,0
0.01884,10.019,0.0154114,0
0.01886,10.019,0.0154111,0
0.01888,10.019,0.0154109,0
0.0189,10.019,0.0154107,0
0.01892,10.0189,0.0154105,0
0.01894,10.0189,0.0154102,0
0.01896,10.0189,0.01541,0
0.01898,10.0189,0.0154098,0
0.019,10.0189,0.0154095,0
0.01902,10.0189,0.0154093,0
0.01904,10.0189,0.0154091,0
0.01906,10.0189,0.0154089,0
0.01908,10.0189,0.0154086,0
0.0191,10.0189,0.0154084,0
0.01912,10.0189,0.0154082,0
0.01914,10.0189,0.015408,0
0.01916,10.0189,0.0154077,0
0.01918,10.0189,0.0154075,0
0.0192,10.0189,0.0154073,0
0.01922,10.0189,0.0154071,0
0.01924,10.0189,0.0154068,0
0.01926,10.0189,0.0154066,0
0.01928,10.0189,0.0154064,0
0.0193,10.0189,0.0154061,0
0.01932,10.0189,0.0154059,0
0.01934,10.0189,0.0154057,0
0.01936,10.0189,0.0154055,0
0.01938,10.0189,0.0154052,0
0.0194,10.0189,0.015405,0
0.01942,10.0189,0.0154048,0
0.01944,10.0189,0.0154046,0
0.01946,10.0189,0.0154043,0
0.01948,10.0189,0.0154041,0
0.0195,10.0189,0.0154039,0
0.01952,10.0189,0.0154037,0
0.01954,10.0189,0.0154034,0
0.01956,10.0189,0.0154032,0
0.01958,10.0189,0.015403,0
0.0196,10.0189,0.0154028,0
0.01962,10.0189,0.0154025,0
0.01964,10.0189,0.0154023,0
0.01966,10.0189,0.0154021,0
0.01968,10.0189,0.0154019,0
0.0197,10.0189,0.0154016,0
0.01972,10.0189,0.0154014,0
0.01974,10.0189,0.0154012,0
0.01976,10.0189,0.015401,0
0.01978,10.0189,0.0154007,0
0.0198,10.0189,0.0154005,0
0.01982,10.0189,0.0154003,0
0.01984,10.0189,0.0154001,0
0.01986,10.0189,0.0153998,0
0.01988,10.0189,0.0153996,0
0.0199,10.0189,0.0153994,0
0.01992,10.0189,0.0153992,0
0.01994,10.0189,0.0153989,0
0.01996,10.0189,0.0153987,0
0.01998,10.0189,0.0153985,0
0.02,10.0189,0.0153983,0
